20050318	506	20050629	10400	3310
20050321	506	20050629	10400	3347
20050322	506	20050629	10400	3242
20050323	506	20050629	10400	3073
20050324	506	20050629	10400	3089
20050329	506	20050629	10400	2906
20050330	506	20050629	10400	2901
20050331	506	20050629	10400	2907
20050401	506	20050629	10400	2939
20050404	506	20050629	10400	2970
20050406	506	20050629	10400	3045
20050407	506	20050629	10400	3083
20050408	506	20050629	10400	3168
20050411	506	20050629	10400	3127
20050412	506	20050629	10400	3119
20050413	506	20050629	10400	3301
20050414	506	20050629	10400	3299
20050415	506	20050629	10400	3068
20050418	506	20050629	10400	2848
20050419	506	20050629	10400	2924
20050420	506	20050629	10400	2948
20050421	506	20050629	10400	3123
20050422	506	20050629	10400	3199
20050425	506	20050629	10400	3225
20050426	506	20050629	10400	3347
20050427	506	20050629	10400	3351
20050428	506	20050629	10400	3431
20050429	506	20050629	10400	3350
20050503	506	20050629	10400	3382
20050504	506	20050629	10400	3460
20050505	506	20050629	10400	3631
20050506	506	20050629	10400	3616
20050509	506	20050629	10400	3666
20050510	506	20050629	10400	3592
20050511	506	20050629	10400	3491
20050512	506	20050629	10400	3555
20050513	506	20050629	10400	3433
20050517	506	20050629	10400	3188
20050518	506	20050629	10400	3227
20050519	506	20050629	10400	3311
20050520	506	20050629	10400	3292
20050523	506	20050629	10400	3281
20050524	506	20050629	10400	3311
20050525	506	20050629	10400	3179
20050526	506	20050629	10400	3197
20050527	506	20050629	10400	3350
20050530	506	20050629	10400	3486
20050531	506	20050629	10400	3503
20050601	506	20050629	10400	3452
20050602	506	20050629	10400	3424
20050603	506	20050629	10400	3429
20050606	506	20050629	10400	3438
20050607	506	20050629	10400	3470
20050608	506	20050629	10400	3523
20050609	506	20050629	10400	3513
20050610	506	20050629	10400	3578
20050613	506	20050629	10400	3569
20050614	506	20050629	10400	3535
20050615	506	20050629	10400	3517
20050616	506	20050629	10400	3437
20050617	506	20050629	10400	3536
20050620	506	20050629	10400	3555
20050621	506	20050629	10400	3632
20050622	506	20050629	10400	3799
20050623	506	20050629	10400	3823
20050624	506	20050629	10400	3868
20050627	506	20050629	10400	3798
20050628	506	20050629	10400	3873
20050629	506	20050629	10400	3798
20050630	507	20050728	11800	2409
